employee_id,transfer_date,from_agency_code,from_agency_name,to_agency_code,to_agency_name,job_grade_id,job_grade_name,employee_name,source_system,is_cross_agency,transfer_year,transfer_quarter,gold_ts
A009650,11/14/2022,A,Agency A,B,Agency B,1,Staff,Kevin Smith,SYSTEM A,1,2022,4,2026-03-27T07:12:24.498Z
A009979,2/1/2025,C,Agency C,D,Agency D,3,Assistant Director,Aaron Lin,SYSTEM A,1,2025,1,2026-03-27T07:12:24.498Z
A011420,8/3/2024,B,Agency B,G,Agency G,1,Staff,Nathan Ho,SYSTEM A,1,2024,3,2026-03-27T07:12:24.498Z
A013380,9/4/2025,G,Agency G,H,Agency H,2,Lead,Karen Leong,SYSTEM A,1,2025,3,2026-03-27T07:12:24.498Z
A013906,12/16/2022,A,Agency A,H,Agency H,1,Staff,Irene Chee,SYSTEM A,1,2022,4,2026-03-27T07:12:24.498Z
A015214,2/18/2025,H,Agency H,D,Agency D,3,Assistant Director,Rohit Ismail,SYSTEM A,1,2025,1,2026-03-27T07:12:24.498Z
A015459,9/10/2022,F,Agency F,D,Agency D,1,Staff,Winifred Ahmad,SYSTEM A,1,2022,3,2026-03-27T07:12:24.498Z
A016914,4/7/2024,F,Agency F,D,Agency D,1,Staff,Calvin Garcia,SYSTEM A,1,2024,2,2026-03-27T07:12:24.498Z
A017109,8/13/2024,A,Agency A,H,Agency H,1,Staff,Xena Koh,SYSTEM A,1,2024,3,2026-03-27T07:12:24.498Z
A017432,1/11/2024,A,Agency A,G,Agency G,2,Lead,Arun Wilson,SYSTEM A,1,2024,1,2026-03-27T07:12:24.498Z
A017820,1/4/2026,F,Agency F,H,Agency H,1,Staff,Hafiz Pillai,SYSTEM A,1,2026,1,2026-03-27T07:12:24.498Z
A018243,10/13/2024,D,Agency D,H,Agency H,2,Lead,Tina Yusof,SYSTEM A,1,2024,4,2026-03-27T07:12:24.498Z
A019191,6/3/2022,G,Agency G,C,Agency C,1,Staff,Mary Davis,SYSTEM A,1,2022,2,2026-03-27T07:12:24.498Z
A021885,6/12/2022,A,Agency A,H,Agency H,2,Lead,George Beh,SYSTEM A,1,2022,2,2026-03-27T07:12:24.498Z
A022669,7/18/2025,D,Agency D,G,Agency G,5,Director,Ignatius Abdullah,SYSTEM A,1,2025,3,2026-03-27T07:12:24.498Z
A025254,12/20/2025,A,Agency A,D,Agency D,1,Staff,Linda Yap,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A030155,11/19/2025,G,Agency G,B,Agency B,1,Staff,Zachary Yeo,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A031593,12/5/2025,A,Agency A,C,Agency C,3,Assistant Director,Clara Brown,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A033165,4/11/2024,B,Agency B,D,Agency D,1,Staff,Patricia Chew,SYSTEM A,1,2024,2,2026-03-27T07:12:24.498Z
A038875,11/25/2025,A,Agency A,H,Agency H,5,Director,Hua Garcia,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A040308,12/17/2024,G,Agency G,B,Agency B,3,Assistant Director,Diana Nair,SYSTEM A,1,2024,4,2026-03-27T07:12:24.498Z
A043104,9/19/2022,F,Agency F,G,Agency G,1,Staff,Florence Lin,SYSTEM A,1,2022,3,2026-03-27T07:12:24.498Z
A047866,11/8/2025,A,Agency A,G,Agency G,1,Staff,Jing Ong,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A048866,6/15/2022,D,Agency D,C,Agency C,1,Staff,Benjamin Low,SYSTEM A,1,2022,2,2026-03-27T07:12:24.498Z
A074290,9/13/2025,A,Agency A,B,Agency B,1,Staff,Arun Singh,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A076440,12/30/2022,F,Agency F,H,Agency H,2,Lead,Steven Chua,SYSTEM B,1,2022,4,2026-03-27T07:12:24.498Z
A076798,3/8/2024,A,Agency A,G,Agency G,3,Assistant Director,Edward Beh,SYSTEM B,1,2024,1,2026-03-27T07:12:24.498Z
A076927,11/9/2025,B,Agency B,D,Agency D,1,Staff,Noor Loh,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A076983,11/12/2025,H,Agency H,D,Agency D,1,Staff,Mary Rahman,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A077365,12/4/2025,D,Agency D,B,Agency B,4,Deputy Director,Uma Heng,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A077502,8/6/2024,C,Agency C,B,Agency B,2,Lead,Leonard Tan,SYSTEM B,1,2024,3,2026-03-27T07:12:24.498Z
A078037,12/22/2023,B,Agency B,F,Agency F,4,Deputy Director,Brenda Huang,SYSTEM B,1,2023,4,2026-03-27T07:12:24.498Z
A078117,11/20/2021,A,Agency A,G,Agency G,3,Assistant Director,Alice Ong,SYSTEM B,1,2021,4,2026-03-27T07:12:24.498Z
A078164,4/22/2024,A,Agency A,F,Agency F,1,Staff,Clara Lau,SYSTEM B,1,2024,2,2026-03-27T07:12:24.498Z
A080941,9/28/2024,D,Agency D,C,Agency C,1,Staff,Nathan Zhang,SYSTEM B,1,2024,3,2026-03-27T07:12:24.498Z
A081394,7/6/2025,F,Agency F,G,Agency G,4,Deputy Director,Ling Ho,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A081846,12/4/2021,B,Agency B,G,Agency G,4,Deputy Director,Siti Teo,SYSTEM B,1,2021,4,2026-03-27T07:12:24.498Z
A082804,12/13/2022,A,Agency A,D,Agency D,1,Staff,Lily Ibrahim,SYSTEM B,1,2022,4,2026-03-27T07:12:24.498Z
A082941,7/17/2022,A,Agency A,H,Agency H,3,Assistant Director,Julia Wee,SYSTEM B,1,2022,3,2026-03-27T07:12:24.498Z
A082972,9/2/2025,A,Agency A,D,Agency D,4,Deputy Director,Priya Beh,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A083037,6/1/2023,H,Agency H,D,Agency D,2,Lead,Clara Garcia,SYSTEM B,1,2023,2,2026-03-27T07:12:24.498Z
A083307,2/4/2025,D,Agency D,C,Agency C,1,Staff,Andre Low,SYSTEM B,1,2025,1,2026-03-27T07:12:24.498Z
A083526,1/27/2023,A,Agency A,H,Agency H,3,Assistant Director,Yusuf Lee,SYSTEM B,1,2023,1,2026-03-27T07:12:24.498Z
A084570,1/4/2026,H,Agency H,F,Agency F,2,Lead,Ramesh Goh,SYSTEM B,1,2026,1,2026-03-27T07:12:24.498Z
A085963,11/7/2025,A,Agency A,B,Agency B,1,Staff,Betty Kwek,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A086087,5/26/2023,B,Agency B,D,Agency D,1,Staff,Rohit Liu,SYSTEM B,1,2023,2,2026-03-27T07:12:24.498Z
A086317,12/30/2025,B,Agency B,C,Agency C,3,Assistant Director,Fang Fong,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A087305,10/16/2025,C,Agency C,H,Agency H,2,Lead,Ramesh Jones,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A088793,1/1/2026,A,Agency A,G,Agency G,3,Assistant Director,Oscar Yeo,SYSTEM B,1,2026,1,2026-03-27T07:12:24.498Z
A089255,5/28/2024,B,Agency B,D,Agency D,1,Staff,Sophia Lau,SYSTEM B,1,2024,2,2026-03-27T07:12:24.498Z
A089516,2/17/2024,A,Agency A,D,Agency D,2,Lead,Hafiz Rajan,SYSTEM B,1,2024,1,2026-03-27T07:12:24.498Z
A089591,7/1/2025,B,Agency B,C,Agency C,1,Staff,Yusuf Lau,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A090080,12/1/2025,C,Agency C,H,Agency H,2,Lead,Ignatius Foo,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A090444,5/30/2025,D,Agency D,A,Agency A,1,Staff,Victor Abdullah,SYSTEM B,1,2025,2,2026-03-27T07:12:24.498Z
A092797,3/18/2025,D,Agency D,H,Agency H,1,Staff,Vanessa Singh,SYSTEM B,1,2025,1,2026-03-27T07:12:24.498Z
A093605,7/26/2023,D,Agency D,H,Agency H,2,Lead,Yvonne Kaur,SYSTEM B,1,2023,3,2026-03-27T07:12:24.498Z
A093615,11/10/2025,B,Agency B,H,Agency H,2,Lead,Yvonne Ong,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A093957,8/18/2025,A,Agency A,F,Agency F,3,Assistant Director,Henry Wilson,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A094438,5/7/2023,D,Agency D,F,Agency F,2,Lead,Arun Lim,SYSTEM B,1,2023,2,2026-03-27T07:12:24.498Z
A094526,12/31/2025,F,Agency F,D,Agency D,1,Staff,Ying Khoo,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A095135,7/22/2023,F,Agency F,H,Agency H,1,Staff,Clara Low,SYSTEM B,1,2023,3,2026-03-27T07:12:24.498Z
A095368,1/3/2026,F,Agency F,C,Agency C,4,Deputy Director,Ignatius Yang,SYSTEM B,1,2026,1,2026-03-27T07:12:24.498Z
A097799,9/1/2025,D,Agency D,A,Agency A,1,Staff,Oscar Chia,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A098444,6/10/2025,C,Agency C,H,Agency H,1,Staff,George Kumar,SYSTEM B,1,2025,2,2026-03-27T07:12:24.498Z
A098824,1/5/2026,B,Agency B,H,Agency H,1,Staff,Omar Ahmad,SYSTEM B,1,2026,1,2026-03-27T07:12:24.498Z
A001796,5/3/2025,D,Agency D,H,Agency H,1,Staff,Clara Loh,SYSTEM A,1,2025,2,2026-03-27T07:12:24.498Z
A003594,7/22/2025,F,Agency F,D,Agency D,1,Staff,Diana Teo,SYSTEM A,1,2025,3,2026-03-27T07:12:24.498Z
A004497,9/29/2024,A,Agency A,D,Agency D,3,Assistant Director,Tina Lau,SYSTEM A,1,2024,3,2026-03-27T07:12:24.498Z
A012407,7/13/2025,F,Agency F,A,Agency A,1,Staff,Hui Wang,SYSTEM A,1,2025,3,2026-03-27T07:12:24.498Z
A015509,9/2/2025,A,Agency A,B,Agency B,1,Staff,Gerald Wong,SYSTEM A,1,2025,3,2026-03-27T07:12:24.498Z
A016644,1/24/2025,A,Agency A,G,Agency G,1,Staff,Omar Yeo,SYSTEM A,1,2025,1,2026-03-27T07:12:24.498Z
A016989,7/29/2025,F,Agency F,H,Agency H,1,Staff,Ulric Chong,SYSTEM A,1,2025,3,2026-03-27T07:12:24.498Z
A020258,1/22/2023,B,Agency B,A,Agency A,1,Staff,Charles Wang,SYSTEM A,1,2023,1,2026-03-27T07:12:24.498Z
A021031,7/24/2022,B,Agency B,D,Agency D,3,Assistant Director,Xerxes Koh,SYSTEM A,1,2022,3,2026-03-27T07:12:24.498Z
A032051,11/18/2024,D,Agency D,H,Agency H,2,Lead,Zara Singh,SYSTEM A,1,2024,4,2026-03-27T07:12:24.498Z
A032447,9/16/2024,F,Agency F,C,Agency C,3,Assistant Director,Rohit Zhang,SYSTEM A,1,2024,3,2026-03-27T07:12:24.498Z
A032631,11/29/2025,A,Agency A,D,Agency D,5,Director,Arjun Rahman,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A033014,10/8/2025,F,Agency F,H,Agency H,1,Staff,Kevin Seah,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A036575,9/17/2025,D,Agency D,H,Agency H,1,Staff,Amirah Ahmad,SYSTEM A,1,2025,3,2026-03-27T07:12:24.498Z
A038062,10/23/2025,D,Agency D,H,Agency H,1,Staff,Pooja Seah,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A038254,4/6/2024,F,Agency F,B,Agency B,3,Assistant Director,Fang Zhao,SYSTEM A,1,2024,2,2026-03-27T07:12:24.498Z
A039931,12/31/2025,D,Agency D,H,Agency H,4,Deputy Director,Betty Lau,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A040831,1/29/2023,B,Agency B,G,Agency G,1,Staff,Suresh Phua,SYSTEM A,1,2023,1,2026-03-27T07:12:24.498Z
A042336,6/11/2022,A,Agency A,G,Agency G,3,Assistant Director,Sunita Ho,SYSTEM A,1,2022,2,2026-03-27T07:12:24.498Z
A044199,10/8/2025,H,Agency H,G,Agency G,1,Staff,Eugene Williams,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A044366,12/5/2025,B,Agency B,A,Agency A,3,Assistant Director,Quentin Chan,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A045472,8/20/2023,D,Agency D,G,Agency G,2,Lead,Pooja Tan,SYSTEM A,1,2023,3,2026-03-27T07:12:24.498Z
A046023,2/6/2022,A,Agency A,D,Agency D,1,Staff,Leonard Chan,SYSTEM A,1,2022,1,2026-03-27T07:12:24.498Z
A046488,10/1/2024,D,Agency D,B,Agency B,4,Deputy Director,Xerxes Phua,SYSTEM A,1,2024,4,2026-03-27T07:12:24.498Z
A047407,12/3/2022,G,Agency G,D,Agency D,1,Staff,Marcus Wong,SYSTEM A,1,2022,4,2026-03-27T07:12:24.498Z
A047570,10/10/2023,B,Agency B,H,Agency H,1,Staff,George Davis,SYSTEM A,1,2023,4,2026-03-27T07:12:24.498Z
A048748,10/29/2025,A,Agency A,H,Agency H,1,Staff,Andre Lee,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A074212,12/10/2022,D,Agency D,F,Agency F,1,Staff,Marcus Jones,SYSTEM B,1,2022,4,2026-03-27T07:12:24.498Z
A075367,8/31/2023,B,Agency B,D,Agency D,2,Lead,Tina Low,SYSTEM B,1,2023,3,2026-03-27T07:12:24.498Z
A075565,5/26/2024,A,Agency A,D,Agency D,1,Staff,Mei Brown,SYSTEM B,1,2024,2,2026-03-27T07:12:24.498Z
A077792,12/12/2022,A,Agency A,F,Agency F,1,Staff,Sunita Tan,SYSTEM B,1,2022,4,2026-03-27T07:12:24.498Z
A078248,10/16/2024,H,Agency H,A,Agency A,2,Lead,Zara Ismail,SYSTEM B,1,2024,4,2026-03-27T07:12:24.498Z
A079019,12/20/2025,F,Agency F,A,Agency A,1,Staff,Arjun Ng,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A079073,2/21/2025,D,Agency D,B,Agency B,1,Staff,Jing Zhao,SYSTEM B,1,2025,1,2026-03-27T07:12:24.498Z
A081838,1/12/2023,B,Agency B,D,Agency D,4,Deputy Director,Tina Tan,SYSTEM B,1,2023,1,2026-03-27T07:12:24.498Z
A082745,6/14/2025,B,Agency B,G,Agency G,1,Staff,Kavitha Kaur,SYSTEM B,1,2025,2,2026-03-27T07:12:24.498Z
A083227,3/6/2023,B,Agency B,H,Agency H,1,Staff,Wei Mok,SYSTEM B,1,2023,1,2026-03-27T07:12:24.498Z
A083358,4/28/2023,D,Agency D,A,Agency A,1,Staff,Julia Chong,SYSTEM B,1,2023,2,2026-03-27T07:12:24.498Z
A083538,9/30/2025,B,Agency B,C,Agency C,1,Staff,Fiona Chee,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A084131,12/27/2023,D,Agency D,A,Agency A,3,Assistant Director,Arjun Johnson,SYSTEM B,1,2023,4,2026-03-27T07:12:24.498Z
A084509,9/8/2025,A,Agency A,D,Agency D,1,Staff,Pooja Ismail,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A085454,2/25/2024,D,Agency D,C,Agency C,3,Assistant Director,Alice Wu,SYSTEM B,1,2024,1,2026-03-27T07:12:24.498Z
A086018,12/29/2021,B,Agency B,G,Agency G,1,Staff,George Nair,SYSTEM B,1,2021,4,2026-03-27T07:12:24.498Z
A087259,7/23/2023,A,Agency A,B,Agency B,1,Staff,Kavitha Ismail,SYSTEM B,1,2023,3,2026-03-27T07:12:24.498Z
A088068,12/7/2025,C,Agency C,A,Agency A,1,Staff,Brenda Khoo,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A088571,8/15/2024,B,Agency B,A,Agency A,1,Staff,Rita Sim,SYSTEM B,1,2024,3,2026-03-27T07:12:24.498Z
A089190,7/12/2023,D,Agency D,G,Agency G,3,Assistant Director,Victor Davis,SYSTEM B,1,2023,3,2026-03-27T07:12:24.498Z
A089288,7/14/2025,B,Agency B,G,Agency G,4,Deputy Director,Winifred Singh,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A089294,4/17/2024,B,Agency B,H,Agency H,3,Assistant Director,Marcus Foo,SYSTEM B,1,2024,2,2026-03-27T07:12:24.498Z
A089424,10/5/2022,A,Agency A,C,Agency C,1,Staff,Benjamin Ahmad,SYSTEM B,1,2022,4,2026-03-27T07:12:24.498Z
A090621,1/29/2025,A,Agency A,C,Agency C,5,Director,Hui Rao,SYSTEM B,1,2025,1,2026-03-27T07:12:24.498Z
A090837,11/18/2022,B,Agency B,D,Agency D,3,Assistant Director,Vincent Wee,SYSTEM B,1,2022,4,2026-03-27T07:12:24.498Z
A091140,9/8/2022,B,Agency B,G,Agency G,1,Staff,Diana Chua,SYSTEM B,1,2022,3,2026-03-27T07:12:24.498Z
A092299,3/24/2023,A,Agency A,C,Agency C,2,Lead,Sunita Rao,SYSTEM B,1,2023,1,2026-03-27T07:12:24.498Z
A092332,1/13/2025,A,Agency A,G,Agency G,1,Staff,Jun Lee,SYSTEM B,1,2025,1,2026-03-27T07:12:24.498Z
A092552,12/31/2023,F,Agency F,H,Agency H,3,Assistant Director,Uma Nair,SYSTEM B,1,2023,4,2026-03-27T07:12:24.498Z
A092879,2/26/2025,F,Agency F,H,Agency H,1,Staff,Priya Beh,SYSTEM B,1,2025,1,2026-03-27T07:12:24.498Z
A093027,3/3/2024,D,Agency D,A,Agency A,4,Deputy Director,Zhen Kumar,SYSTEM B,1,2024,1,2026-03-27T07:12:24.498Z
A093117,4/15/2025,A,Agency A,H,Agency H,2,Lead,Julia Tay,SYSTEM B,1,2025,2,2026-03-27T07:12:24.498Z
A093700,5/22/2025,F,Agency F,G,Agency G,1,Staff,Alice Singh,SYSTEM B,1,2025,2,2026-03-27T07:12:24.498Z
A094454,8/7/2022,C,Agency C,G,Agency G,1,Staff,Kenneth Garcia,SYSTEM B,1,2022,3,2026-03-27T07:12:24.498Z
A094964,11/26/2024,G,Agency G,B,Agency B,2,Lead,Gerald Singh,SYSTEM B,1,2024,4,2026-03-27T07:12:24.498Z
A095193,3/12/2024,F,Agency F,H,Agency H,2,Lead,Deborah Mok,SYSTEM B,1,2024,1,2026-03-27T07:12:24.498Z
A096420,9/7/2025,F,Agency F,A,Agency A,1,Staff,Zachary Quek,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A096760,5/13/2024,F,Agency F,H,Agency H,1,Staff,Irene Yang,SYSTEM B,1,2024,2,2026-03-27T07:12:24.498Z
A096871,9/6/2022,C,Agency C,G,Agency G,1,Staff,Diana Chong,SYSTEM B,1,2022,3,2026-03-27T07:12:24.498Z
A097930,12/30/2025,C,Agency C,H,Agency H,1,Staff,Victor Lau,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A097991,7/12/2022,A,Agency A,G,Agency G,1,Staff,Hannah Ong,SYSTEM B,1,2022,3,2026-03-27T07:12:24.498Z
A098181,10/31/2024,C,Agency C,A,Agency A,2,Lead,Vanessa Huang,SYSTEM B,1,2024,4,2026-03-27T07:12:24.498Z
A001016,6/2/2022,B,Agency B,D,Agency D,1,Staff,Xena Brown,SYSTEM A,1,2022,2,2026-03-27T07:12:24.498Z
A001696,12/4/2025,B,Agency B,F,Agency F,1,Staff,Xerxes Lau,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A004876,10/17/2023,D,Agency D,G,Agency G,1,Staff,Amirah Reddy,SYSTEM A,1,2023,4,2026-03-27T07:12:24.498Z
A010544,12/20/2025,B,Agency B,A,Agency A,2,Lead,Vanessa Quek,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A010866,1/16/2024,A,Agency A,G,Agency G,3,Assistant Director,Marcus Patel,SYSTEM A,1,2024,1,2026-03-27T07:12:24.498Z
A013191,5/5/2023,C,Agency C,H,Agency H,1,Staff,Pooja Rajan,SYSTEM A,1,2023,2,2026-03-27T07:12:24.498Z
A013742,11/1/2025,A,Agency A,G,Agency G,3,Assistant Director,Wei Teo,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A013795,3/21/2024,F,Agency F,D,Agency D,1,Staff,Rohit Phua,SYSTEM A,1,2024,1,2026-03-27T07:12:24.498Z
A015427,8/10/2024,A,Agency A,G,Agency G,3,Assistant Director,Yi Fong,SYSTEM A,1,2024,3,2026-03-27T07:12:24.498Z
A016928,8/4/2024,D,Agency D,C,Agency C,1,Staff,Sunita Lin,SYSTEM A,1,2024,3,2026-03-27T07:12:24.498Z
A017417,9/4/2024,H,Agency H,F,Agency F,1,Staff,Gerald Zhang,SYSTEM A,1,2024,3,2026-03-27T07:12:24.498Z
A020834,10/9/2022,F,Agency F,B,Agency B,2,Lead,Lily Kwek,SYSTEM A,1,2022,4,2026-03-27T07:12:24.498Z
A025957,11/19/2023,B,Agency B,C,Agency C,3,Assistant Director,Grace Martinez,SYSTEM A,1,2023,4,2026-03-27T07:12:24.498Z
A028094,5/10/2024,D,Agency D,H,Agency H,1,Staff,Rui Nair,SYSTEM A,1,2024,2,2026-03-27T07:12:24.498Z
A029337,4/22/2024,B,Agency B,C,Agency C,1,Staff,Preethi Hassan,SYSTEM A,1,2024,2,2026-03-27T07:12:24.498Z
A029818,8/7/2023,C,Agency C,D,Agency D,2,Lead,Gerald Chia,SYSTEM A,1,2023,3,2026-03-27T07:12:24.498Z
A031018,10/24/2025,C,Agency C,H,Agency H,2,Lead,Rajan Soh,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A032189,7/5/2023,C,Agency C,D,Agency D,1,Staff,Patricia Yusof,SYSTEM A,1,2023,3,2026-03-27T07:12:24.498Z
A032797,1/5/2026,A,Agency A,B,Agency B,1,Staff,Zachary Mohamed,SYSTEM A,1,2026,1,2026-03-27T07:12:24.498Z
A035558,9/25/2022,B,Agency B,C,Agency C,2,Lead,Olivia Patel,SYSTEM A,1,2022,3,2026-03-27T07:12:24.498Z
A037452,2/20/2023,F,Agency F,D,Agency D,1,Staff,Clara Ahmad,SYSTEM A,1,2023,1,2026-03-27T07:12:24.498Z
A037876,12/1/2021,B,Agency B,A,Agency A,1,Staff,Steven Ong,SYSTEM A,1,2021,4,2026-03-27T07:12:24.498Z
A037887,5/5/2023,A,Agency A,H,Agency H,2,Lead,Jasmine Rahman,SYSTEM A,1,2023,2,2026-03-27T07:12:24.498Z
A037924,11/15/2025,B,Agency B,D,Agency D,2,Lead,Kavitha Zhao,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A039723,7/30/2024,D,Agency D,B,Agency B,1,Staff,Zara Pillai,SYSTEM A,1,2024,3,2026-03-27T07:12:24.498Z
A040291,1/21/2025,B,Agency B,C,Agency C,4,Deputy Director,Emily Tan,SYSTEM A,1,2025,1,2026-03-27T07:12:24.498Z
A042333,7/13/2025,A,Agency A,B,Agency B,1,Staff,Tina Tan,SYSTEM A,1,2025,3,2026-03-27T07:12:24.498Z
A042641,9/6/2025,B,Agency B,F,Agency F,1,Staff,Yusuf Seah,SYSTEM A,1,2025,3,2026-03-27T07:12:24.498Z
A043458,11/10/2025,B,Agency B,F,Agency F,1,Staff,Clara Poh,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A043581,11/14/2025,B,Agency B,D,Agency D,1,Staff,Priya Ismail,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A044639,3/18/2025,A,Agency A,G,Agency G,4,Deputy Director,Andre Kwong,SYSTEM A,1,2025,1,2026-03-27T07:12:24.498Z
A049264,3/24/2022,C,Agency C,H,Agency H,2,Lead,Yusuf Garcia,SYSTEM A,1,2022,1,2026-03-27T07:12:24.498Z
A074172,7/22/2025,B,Agency B,F,Agency F,1,Staff,Henry Chee,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A075032,8/21/2023,B,Agency B,G,Agency G,3,Assistant Director,Wendy Ooi,SYSTEM B,1,2023,3,2026-03-27T07:12:24.498Z
A075601,1/27/2023,F,Agency F,A,Agency A,1,Staff,David Rahman,SYSTEM B,1,2023,1,2026-03-27T07:12:24.498Z
A075965,10/24/2025,G,Agency G,D,Agency D,1,Staff,Nathan Martinez,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A076494,8/9/2025,D,Agency D,A,Agency A,1,Staff,Jun Reddy,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A078144,12/25/2025,A,Agency A,F,Agency F,1,Staff,Irene Foo,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A079036,4/27/2024,D,Agency D,F,Agency F,1,Staff,Aaron Anderson,SYSTEM B,1,2024,2,2026-03-27T07:12:24.498Z
A079238,11/22/2022,C,Agency C,A,Agency A,3,Assistant Director,Victor Pillai,SYSTEM B,1,2022,4,2026-03-27T07:12:24.498Z
A080259,7/21/2025,B,Agency B,D,Agency D,1,Staff,Rui Davis,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A081080,5/1/2023,C,Agency C,F,Agency F,1,Staff,Hannah Sim,SYSTEM B,1,2023,2,2026-03-27T07:12:24.498Z
A081156,11/23/2025,A,Agency A,C,Agency C,1,Staff,Deepa Ho,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A082632,5/10/2025,B,Agency B,C,Agency C,1,Staff,Ignatius Koh,SYSTEM B,1,2025,2,2026-03-27T07:12:24.498Z
A084435,9/4/2024,D,Agency D,C,Agency C,1,Staff,Nancy Wee,SYSTEM B,1,2024,3,2026-03-27T07:12:24.498Z
A085135,6/1/2022,B,Agency B,C,Agency C,1,Staff,James Malik,SYSTEM B,1,2022,2,2026-03-27T07:12:24.498Z
A085874,4/17/2022,G,Agency G,H,Agency H,2,Lead,Florence Cheong,SYSTEM B,1,2022,2,2026-03-27T07:12:24.498Z
A086017,2/22/2022,A,Agency A,H,Agency H,3,Assistant Director,Xena Hassan,SYSTEM B,1,2022,1,2026-03-27T07:12:24.498Z
A086628,6/22/2023,F,Agency F,A,Agency A,2,Lead,Steven Abdullah,SYSTEM B,1,2023,2,2026-03-27T07:12:24.498Z
A087135,11/20/2023,B,Agency B,H,Agency H,1,Staff,Ignatius Zhao,SYSTEM B,1,2023,4,2026-03-27T07:12:24.498Z
A090956,6/24/2025,B,Agency B,D,Agency D,2,Lead,Florence Phua,SYSTEM B,1,2025,2,2026-03-27T07:12:24.498Z
A091902,5/21/2024,A,Agency A,F,Agency F,2,Lead,Patricia Ismail,SYSTEM B,1,2024,2,2026-03-27T07:12:24.498Z
A094722,2/13/2023,D,Agency D,G,Agency G,1,Staff,Xerxes Sharma,SYSTEM B,1,2023,1,2026-03-27T07:12:24.498Z
A097083,9/2/2025,B,Agency B,D,Agency D,2,Lead,Eugene Beh,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A097992,11/2/2022,A,Agency A,B,Agency B,1,Staff,Mei Garcia,SYSTEM B,1,2022,4,2026-03-27T07:12:24.498Z
A098350,5/3/2022,B,Agency B,C,Agency C,3,Assistant Director,Suresh Soh,SYSTEM B,1,2022,2,2026-03-27T07:12:24.498Z
A003544,11/30/2023,D,Agency D,G,Agency G,2,Lead,Kevin Kwong,SYSTEM A,1,2023,4,2026-03-27T07:12:24.498Z
A004164,12/18/2025,C,Agency C,A,Agency A,1,Staff,Oscar Zhang,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A004801,11/23/2025,D,Agency D,C,Agency C,1,Staff,Emily Kwong,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A005615,12/18/2025,A,Agency A,D,Agency D,1,Staff,Grace Foo,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
