employee_id,exit_date,employee_name,hire_date,gender,employment_type,agency_code,agency_name,job_grade_id,job_grade_name,exit_reason,source_system,tenure_months,is_voluntary,exit_year,exit_quarter,exit_month,gold_ts
A044865,11/28/2025,Diana Pillai,5/23/2024,M,C,B,Agency B,2,Lead,Personal,SYSTEM A,18.16129032,1,2025,4,11,2026-03-27T07:12:20.414Z
A045521,2/26/2025,Henry Wong,6/20/2024,F,C,B,Agency B,1,Staff,Better Opportunity,SYSTEM A,8.19354839,1,2025,1,2,2026-03-27T07:12:20.414Z
A047018,8/15/2025,Hannah Chong,3/6/2025,F,C,D,Agency D,1,Staff,Personal,SYSTEM A,5.29032258,1,2025,3,8,2026-03-27T07:12:20.414Z
A047750,9/26/2022,Winifred Poh,1/25/2021,M,P,D,Agency D,3,Assistant Director,Better Opportunity,SYSTEM A,20.03225806,1,2022,3,9,2026-03-27T07:12:20.414Z
A048120,1/29/2026,Thomas Goh,9/27/2025,F,C,A,Agency A,2,Lead,Personal,SYSTEM A,4.06451613,1,2026,1,1,2026-03-27T07:12:20.414Z
A074049,11/22/2022,Ulric Ooi,11/12/2021,M,ACTIVE,D,Agency D,1,Staff,Better Opportunity,SYSTEM B,12.32258065,1,2022,4,11,2026-03-27T07:12:20.414Z
A074129,9/12/2025,Marcus Jones,10/10/2024,M,ACTIVE,A,Agency A,1,Staff,Personal,SYSTEM B,11.06451613,1,2025,3,9,2026-03-27T07:12:20.414Z
A074349,12/20/2023,Sunita Ooi,11/12/2021,M,ACTIVE,D,Agency D,1,Staff,Better Opportunity,SYSTEM B,25.25806452,1,2023,4,12,2026-03-27T07:12:20.414Z
A074604,11/6/2025,Olivia Chen,7/30/2025,M,ACTIVE,H,Agency H,4,Deputy Director,Personal,SYSTEM B,3.22580645,1,2025,4,11,2026-03-27T07:12:20.414Z
A075428,4/26/2023,Hua Sharma,1/23/2023,F,ACTIVE,D,Agency D,3,Assistant Director,Personal,SYSTEM B,3.09677419,1,2023,2,4,2026-03-27T07:12:20.414Z
A077082,1/21/2024,Eugene Lin,6/2/2021,M,ACTIVE,B,Agency B,1,Staff,Health,SYSTEM B,31.61290323,0,2024,1,1,2026-03-27T07:12:20.414Z
A079322,2/9/2023,Preethi Chew,10/30/2022,M,ACTIVE,D,Agency D,3,Assistant Director,Better Opportunity,SYSTEM B,3.32258065,1,2023,1,2,2026-03-27T07:12:20.414Z
A080175,2/3/2026,Rajan Lau,8/17/2024,M,ACTIVE,A,Agency A,1,Staff,Health,SYSTEM B,17.5483871,0,2026,1,2,2026-03-27T07:12:20.414Z
A081110,11/10/2025,Xerxes Jones,10/7/2023,M,ACTIVE,A,Agency A,1,Staff,Personal,SYSTEM B,25.09677419,1,2025,4,11,2026-03-27T07:12:20.414Z
A081343,12/1/2023,Irene Rajan,4/11/2021,F,ACTIVE,H,Agency H,1,Staff,Personal,SYSTEM B,31.67741935,1,2023,4,12,2026-03-27T07:12:20.414Z
A081434,7/27/2022,Uma Mok,5/16/2021,F,ACTIVE,A,Agency A,4,Deputy Director,Better Opportunity,SYSTEM B,14.35483871,1,2022,3,7,2026-03-27T07:12:20.414Z
A081581,1/16/2026,Rizal Rahman,11/20/2023,M,ACTIVE,C,Agency C,2,Lead,Personal,SYSTEM B,25.87096774,1,2026,1,1,2026-03-27T07:12:20.414Z
A081895,3/21/2023,Kavitha Kaur,1/12/2021,F,ACTIVE,A,Agency A,2,Lead,Better Opportunity,SYSTEM B,26.29032258,1,2023,1,3,2026-03-27T07:12:20.414Z
A082530,2/19/2024,Jasmine Jones,9/13/2023,M,ACTIVE,A,Agency A,4,Deputy Director,Better Opportunity,SYSTEM B,5.19354839,1,2024,1,2,2026-03-27T07:12:20.414Z
A083752,11/10/2023,Linda Heng,7/29/2022,M,ACTIVE,G,Agency G,1,Staff,Personal,SYSTEM B,15.38709677,1,2023,4,11,2026-03-27T07:12:20.414Z
A083768,10/23/2025,Kavitha Johnson,1/26/2025,M,ACTIVE,F,Agency F,1,Staff,Personal,SYSTEM B,8.90322581,1,2025,4,10,2026-03-27T07:12:20.414Z
A084772,11/3/2025,Noor Ahmad,4/4/2025,F,ACTIVE,F,Agency F,1,Staff,Personal,SYSTEM B,6.96774194,1,2025,4,11,2026-03-27T07:12:20.414Z
A084984,4/23/2025,Leonard Liu,10/11/2023,F,ACTIVE,B,Agency B,1,Staff,Better Opportunity,SYSTEM B,18.38709677,1,2025,2,4,2026-03-27T07:12:20.414Z
A085000,10/3/2021,Jasmine Quek,2/15/2021,F,ACTIVE,D,Agency D,1,Staff,Better Opportunity,SYSTEM B,7.61290323,1,2021,4,10,2026-03-27T07:12:20.414Z
A086254,9/16/2025,Vincent Low,3/14/2025,F,ACTIVE,G,Agency G,2,Lead,Better Opportunity,SYSTEM B,6.06451613,1,2025,3,9,2026-03-27T07:12:20.414Z
A086262,1/20/2025,Michael Kumar,9/23/2024,M,ACTIVE,F,Agency F,1,Staff,Personal,SYSTEM B,3.90322581,1,2025,1,1,2026-03-27T07:12:20.414Z
A086404,1/18/2024,Ying Liang,11/15/2021,F,ACTIVE,C,Agency C,3,Assistant Director,Better Opportunity,SYSTEM B,26.09677419,1,2024,1,1,2026-03-27T07:12:20.414Z
A086784,6/11/2025,Benjamin Brown,7/24/2024,M,ACTIVE,B,Agency B,1,Staff,Better Opportunity,SYSTEM B,10.58064516,1,2025,2,6,2026-03-27T07:12:20.414Z
A087069,9/30/2025,Priya Foo,7/6/2025,M,ACTIVE,D,Agency D,2,Lead,Better Opportunity,SYSTEM B,2.77419355,1,2025,3,9,2026-03-27T07:12:20.414Z
A089324,2/4/2025,Sophia Nair,8/30/2022,F,ACTIVE,B,Agency B,1,Staff,Better Opportunity,SYSTEM B,29.16129032,1,2025,1,2,2026-03-27T07:12:20.414Z
A089691,2/9/2025,Ling Ho,5/21/2022,M,ACTIVE,G,Agency G,3,Assistant Director,Better Opportunity,SYSTEM B,32.61290323,1,2025,1,2,2026-03-27T07:12:20.414Z
A089984,6/26/2024,Zachary Abdullah,7/4/2023,M,ACTIVE,D,Agency D,2,Lead,Better Opportunity,SYSTEM B,11.70967742,1,2024,2,6,2026-03-27T07:12:20.414Z
A090229,12/13/2025,Hannah Wu,9/21/2024,M,ACTIVE,D,Agency D,1,Staff,Personal,SYSTEM B,14.74193548,1,2025,4,12,2026-03-27T07:12:20.414Z
A090629,12/8/2025,Zhen Williams,9/29/2025,M,ACTIVE,D,Agency D,1,Staff,Better Opportunity,SYSTEM B,2.32258065,1,2025,4,12,2026-03-27T07:12:20.414Z
A090749,9/10/2024,Hafiz Kwong,5/13/2022,F,ACTIVE,G,Agency G,1,Staff,Better Opportunity,SYSTEM B,27.90322581,1,2024,3,9,2026-03-27T07:12:20.414Z
A091956,6/6/2023,David Rajan,1/22/2023,F,ACTIVE,A,Agency A,3,Assistant Director,Better Opportunity,SYSTEM B,4.48387097,1,2023,2,6,2026-03-27T07:12:20.414Z
A092981,12/23/2023,Calvin Wong,2/24/2022,M,ACTIVE,A,Agency A,1,Staff,Better Opportunity,SYSTEM B,21.96774194,1,2023,4,12,2026-03-27T07:12:20.414Z
A093737,2/8/2025,Linda Abdullah,5/6/2024,F,ACTIVE,A,Agency A,1,Staff,Better Opportunity,SYSTEM B,9.06451613,1,2025,1,2,2026-03-27T07:12:20.414Z
A095545,1/20/2026,Zhen Williams,1/30/2022,F,ACTIVE,A,Agency A,2,Lead,Better Opportunity,SYSTEM B,47.67741935,1,2026,1,1,2026-03-27T07:12:20.414Z
A095925,5/21/2024,Sunita Pillai,3/14/2024,M,ACTIVE,D,Agency D,2,Lead,Personal,SYSTEM B,2.22580645,1,2024,2,5,2026-03-27T07:12:20.414Z
A096263,12/7/2024,Calvin Huang,6/24/2024,F,ACTIVE,A,Agency A,1,Staff,Better Opportunity,SYSTEM B,5.4516129,1,2024,4,12,2026-03-27T07:12:20.414Z
A096436,1/26/2026,Vincent Nair,7/3/2023,F,ACTIVE,B,Agency B,1,Staff,Better Opportunity,SYSTEM B,30.74193548,1,2026,1,1,2026-03-27T07:12:20.414Z
A097045,11/2/2025,Kai Chee,8/29/2025,M,ACTIVE,F,Agency F,1,Staff,Personal,SYSTEM B,2.12903226,1,2025,4,11,2026-03-27T07:12:20.414Z
A097050,11/5/2024,Yusuf Fong,9/9/2023,M,ACTIVE,C,Agency C,1,Staff,Personal,SYSTEM B,13.87096774,1,2024,4,11,2026-03-27T07:12:20.414Z
A097200,12/19/2025,Wendy Kaur,7/20/2025,M,ACTIVE,D,Agency D,1,Staff,Better Opportunity,SYSTEM B,4.96774194,1,2025,4,12,2026-03-27T07:12:20.414Z
A097457,6/17/2024,Betty Khoo,3/16/2023,F,ACTIVE,C,Agency C,2,Lead,Health,SYSTEM B,15.03225806,0,2024,2,6,2026-03-27T07:12:20.414Z
A098142,6/26/2024,Julia Yeo,11/13/2021,F,ACTIVE,B,Agency B,1,Staff,Better Opportunity,SYSTEM B,31.41935484,1,2024,2,6,2026-03-27T07:12:20.414Z
A098616,8/16/2022,Ignatius Jones,6/12/2021,F,ACTIVE,B,Agency B,4,Deputy Director,Better Opportunity,SYSTEM B,14.12903226,1,2022,3,8,2026-03-27T07:12:20.414Z
A098688,7/15/2024,Irene Wee,5/5/2024,F,ACTIVE,A,Agency A,1,Staff,Personal,SYSTEM B,2.32258065,1,2024,3,7,2026-03-27T07:12:20.414Z
A002900,2/1/2025,Ivan Leong,10/26/2024,F,P,A,Agency A,1,Staff,Personal,SYSTEM A,3.19354839,1,2025,1,2,2026-03-27T07:12:20.414Z
A004109,9/13/2023,Leonard Rajan,10/8/2021,F,P,B,Agency B,1,Staff,Personal,SYSTEM A,23.16129032,1,2023,3,9,2026-03-27T07:12:20.414Z
A005969,1/15/2025,Hafiz Ng,1/19/2023,F,P,A,Agency A,1,Staff,Better Opportunity,SYSTEM A,23.87096774,1,2025,1,1,2026-03-27T07:12:20.414Z
A007450,4/3/2026,Tina Wong,1/18/2026,F,P,H,Agency H,2,Lead,Better Opportunity,SYSTEM A,2.51612903,1,2026,2,4,2026-03-27T07:12:20.414Z
A007729,8/23/2025,Zara Goh,11/1/2023,M,T,F,Agency F,5,Director,Health,SYSTEM A,21.70967742,0,2025,3,8,2026-03-27T07:12:20.414Z
A009332,5/22/2022,Farah Poh,12/11/2021,F,0,B,Agency B,2,Lead,Health,SYSTEM A,5.35483871,0,2022,2,5,2026-03-27T07:12:20.414Z
A009996,12/1/2024,Priya Wilson,4/24/2022,M,P,B,Agency B,1,Staff,Personal,SYSTEM A,31.25806452,1,2024,4,12,2026-03-27T07:12:20.414Z
A011071,4/2/2025,Deborah Tan,3/23/2023,M,C,G,Agency G,2,Lead,Better Opportunity,SYSTEM A,24.32258065,1,2025,2,4,2026-03-27T07:12:20.414Z
A011353,1/27/2026,Yi Yap,6/30/2025,M,P,C,Agency C,1,Staff,Better Opportunity,SYSTEM A,6.90322581,1,2026,1,1,2026-03-27T07:12:20.414Z
A011798,2/11/2023,Arun Yeo,6/23/2021,M,P,B,Agency B,1,Staff,Health,SYSTEM A,19.61290323,0,2023,1,2,2026-03-27T07:12:20.414Z
A015438,11/2/2021,Kavitha Reddy,2/27/2021,F,P,A,Agency A,3,Assistant Director,Personal,SYSTEM A,8.19354839,1,2021,4,11,2026-03-27T07:12:20.414Z
A016233,10/1/2026,Victor Mok,2/3/2026,F,P,B,Agency B,1,Staff,Better Opportunity,SYSTEM A,7.93548387,1,2026,4,10,2026-03-27T07:12:20.414Z
A016710,5/18/2025,Linda Jones,7/2/2023,F,P,C,Agency C,2,Lead,Better Opportunity,SYSTEM A,22.51612903,1,2025,2,5,2026-03-27T07:12:20.414Z
A017208,9/20/2023,Kenneth Tan,6/4/2021,M,P,B,Agency B,1,Staff,Better Opportunity,SYSTEM A,27.51612903,1,2023,3,9,2026-03-27T07:12:20.414Z
A019476,2/2/2022,Wendy Ho,2/14/2021,M,P,A,Agency A,1,Staff,Better Opportunity,SYSTEM A,11.61290323,1,2022,1,2,2026-03-27T07:12:20.414Z
A020286,11/7/2022,Rachel Ibrahim,7/27/2021,M,P,F,Agency F,1,Staff,Better Opportunity,SYSTEM A,15.35483871,1,2022,4,11,2026-03-27T07:12:20.414Z
A025039,8/5/2024,Hua Seah,5/6/2023,F,P,A,Agency A,1,Staff,Termination,SYSTEM A,14.96774194,0,2024,3,8,2026-03-27T07:12:20.414Z
A025964,12/18/2024,Nina Abdullah,11/24/2023,M,P,F,Agency F,1,Staff,Better Opportunity,SYSTEM A,12.80645161,1,2024,4,12,2026-03-27T07:12:20.414Z
A026042,2/4/2024,Quentin Martinez,1/31/2022,M,P,A,Agency A,1,Staff,Better Opportunity,SYSTEM A,24.12903226,1,2024,1,2,2026-03-27T07:12:20.414Z
A026763,8/22/2026,Yi Ahmad,2/2/2026,M,P,B,Agency B,1,Staff,Termination,SYSTEM A,6.64516129,0,2026,3,8,2026-03-27T07:12:20.414Z
A027590,1/25/2026,Vanessa Cheong,3/23/2025,M,C,B,Agency B,1,Staff,Better Opportunity,SYSTEM A,10.06451613,1,2026,1,1,2026-03-27T07:12:20.414Z
A028964,3/22/2023,Yusuf Anderson,10/24/2021,M,P,A,Agency A,1,Staff,Personal,SYSTEM A,16.93548387,1,2023,1,3,2026-03-27T07:12:20.414Z
A029003,10/10/2025,Kai Singh,11/24/2024,F,P,A,Agency A,1,Staff,Better Opportunity,SYSTEM A,10.5483871,1,2025,4,10,2026-03-27T07:12:20.414Z
A029296,6/6/2023,James Sharma,10/6/2021,F,P,D,Agency D,3,Assistant Director,Termination,SYSTEM A,20,0,2023,2,6,2026-03-27T07:12:20.414Z
A030270,7/28/2025,Yi Sharma,5/24/2025,M,P,D,Agency D,1,Staff,Personal,SYSTEM A,2.12903226,1,2025,3,7,2026-03-27T07:12:20.414Z
A032774,8/23/2025,Samuel Chong,5/29/2025,F,C,A,Agency A,1,Staff,Personal,SYSTEM A,2.80645161,1,2025,3,8,2026-03-27T07:12:20.414Z
A032813,2/26/2026,Wei Fong,6/18/2025,F,P,A,Agency A,1,Staff,Better Opportunity,SYSTEM A,8.25806452,1,2026,1,2,2026-03-27T07:12:20.414Z
A033002,4/7/2025,Hannah Sharma,1/31/2024,F,P,C,Agency C,3,Assistant Director,Better Opportunity,SYSTEM A,14.22580645,1,2025,2,4,2026-03-27T07:12:20.414Z
A033504,1/19/2024,Kenneth Wong,7/16/2021,M,C,A,Agency A,1,Staff,Better Opportunity,SYSTEM A,30.09677419,1,2024,1,1,2026-03-27T07:12:20.414Z
A034179,4/11/2026,Tina Loh,1/28/2026,M,P,B,Agency B,3,Assistant Director,Better Opportunity,SYSTEM A,2.4516129,1,2026,2,4,2026-03-27T07:12:20.414Z
A035128,12/8/2021,Arjun Mok,7/4/2021,F,P,B,Agency B,1,Staff,Personal,SYSTEM A,5.12903226,1,2021,4,12,2026-03-27T07:12:20.414Z
A036107,2/2/2026,James Zhang,11/13/2025,M,P,B,Agency B,1,Staff,Better Opportunity,SYSTEM A,2.64516129,1,2026,1,2,2026-03-27T07:12:20.414Z
A036408,8/22/2025,Vincent Koh,3/15/2025,M,P,A,Agency A,1,Staff,Better Opportunity,SYSTEM A,5.22580645,1,2025,3,8,2026-03-27T07:12:20.414Z
A039017,7/12/2022,Edward Loh,10/6/2021,F,P,C,Agency C,3,Assistant Director,Better Opportunity,SYSTEM A,9.19354839,1,2022,3,7,2026-03-27T07:12:20.414Z
A039221,6/30/2023,Diana Rao,3/26/2023,F,P,D,Agency D,1,Staff,Better Opportunity,SYSTEM A,3.12903226,1,2023,2,6,2026-03-27T07:12:20.414Z
A040093,12/16/2025,Amirah Ahmad,9/28/2025,M,P,H,Agency H,1,Staff,Better Opportunity,SYSTEM A,2.61290323,1,2025,4,12,2026-03-27T07:12:20.414Z
A041767,10/2/2023,Rachel Poh,9/25/2021,M,P,A,Agency A,1,Staff,Better Opportunity,SYSTEM A,24.25806452,1,2023,4,10,2026-03-27T07:12:20.414Z
A042667,12/15/2025,Sophia Reddy,1/12/2024,M,C,B,Agency B,1,Staff,Personal,SYSTEM A,23.09677419,1,2025,4,12,2026-03-27T07:12:20.414Z
A043769,11/7/2025,Preethi Teo,6/21/2024,F,P,D,Agency D,3,Assistant Director,Better Opportunity,SYSTEM A,16.5483871,1,2025,4,11,2026-03-27T07:12:20.414Z
A047005,7/2/2024,Michael Tan,3/30/2022,M,P,D,Agency D,1,Staff,Better Opportunity,SYSTEM A,27.09677419,1,2024,3,7,2026-03-27T07:12:20.414Z
A047748,2/2/2026,Emily Soh,11/10/2025,F,P,C,Agency C,1,Staff,Better Opportunity,SYSTEM A,2.74193548,1,2026,1,2,2026-03-27T07:12:20.414Z
A047909,1/7/2024,Kai Kumar,7/26/2022,M,P,A,Agency A,2,Lead,Personal,SYSTEM A,17.38709677,1,2024,1,1,2026-03-27T07:12:20.414Z
A048685,3/24/2025,Alice Wu,10/21/2024,M,P,C,Agency C,1,Staff,Personal,SYSTEM A,5.09677419,1,2025,1,3,2026-03-27T07:12:20.414Z
A075146,1/25/2026,Arun Teo,12/8/2024,F,ACTIVE,C,Agency C,1,Staff,Personal,SYSTEM B,13.5483871,1,2026,1,1,2026-03-27T07:12:20.414Z
A075546,12/23/2023,Jun Ong,5/3/2023,F,ACTIVE,C,Agency C,1,Staff,Personal,SYSTEM B,7.64516129,1,2023,4,12,2026-03-27T07:12:20.414Z
A076454,10/21/2024,Ivan Phua,6/18/2024,F,ACTIVE,D,Agency D,1,Staff,Personal,SYSTEM B,4.09677419,1,2024,4,10,2026-03-27T07:12:20.414Z
A077080,6/7/2025,Hui Ismail,5/11/2024,F,ACTIVE,D,Agency D,1,Staff,Better Opportunity,SYSTEM B,12.87096774,1,2025,2,6,2026-03-27T07:12:20.414Z
A077208,6/15/2023,Ramesh Soh,8/30/2022,M,ACTIVE,D,Agency D,2,Lead,Better Opportunity,SYSTEM B,9.51612903,1,2023,2,6,2026-03-27T07:12:20.414Z
A077489,12/6/2025,Olivia Patel,3/2/2025,F,ACTIVE,B,Agency B,1,Staff,Better Opportunity,SYSTEM B,9.12903226,1,2025,4,12,2026-03-27T07:12:20.414Z
A077626,9/14/2024,Peter Nair,6/28/2022,F,ACTIVE,F,Agency F,1,Staff,Personal,SYSTEM B,26.5483871,1,2024,3,9,2026-03-27T07:12:20.414Z
A077657,1/23/2026,Betty Ooi,7/18/2024,F,ACTIVE,D,Agency D,1,Staff,Better Opportunity,SYSTEM B,18.16129032,1,2026,1,1,2026-03-27T07:12:20.414Z
A079632,3/28/2023,Marcus Williams,7/4/2022,F,ACTIVE,D,Agency D,2,Lead,Better Opportunity,SYSTEM B,8.77419355,1,2023,1,3,2026-03-27T07:12:20.414Z
A080304,5/18/2024,Aaron Rao,6/10/2022,M,ACTIVE,D,Agency D,2,Lead,Better Opportunity,SYSTEM B,23.25806452,1,2024,2,5,2026-03-27T07:12:20.414Z
A080419,12/15/2025,Betty Mok,8/25/2023,M,ACTIVE,D,Agency D,1,Staff,Better Opportunity,SYSTEM B,27.67741935,1,2025,4,12,2026-03-27T07:12:20.414Z
A080781,9/2/2021,Florence Wu,1/1/2021,F,ACTIVE,F,Agency F,2,Lead,Personal,SYSTEM B,8.03225806,1,2021,3,9,2026-03-27T07:12:20.414Z
A081311,10/26/2022,Xena Johnson,10/19/2021,M,ACTIVE,A,Agency A,4,Deputy Director,Personal,SYSTEM B,12.22580645,1,2022,4,10,2026-03-27T07:12:20.414Z
A081345,6/9/2025,Kenneth Lim,1/31/2025,F,ACTIVE,H,Agency H,1,Staff,Personal,SYSTEM B,4.29032258,1,2025,2,6,2026-03-27T07:12:20.414Z
A082181,9/20/2024,Eugene Heng,6/3/2022,F,ACTIVE,D,Agency D,1,Staff,Personal,SYSTEM B,27.5483871,1,2024,3,9,2026-03-27T07:12:20.414Z
A082845,12/31/2023,Olivia Leong,3/15/2022,M,ACTIVE,D,Agency D,1,Staff,Better Opportunity,SYSTEM B,21.51612903,1,2023,4,12,2026-03-27T07:12:20.414Z
A083056,11/7/2023,James Pillai,2/17/2022,M,ACTIVE,D,Agency D,2,Lead,Better Opportunity,SYSTEM B,20.67741935,1,2023,4,11,2026-03-27T07:12:20.414Z
A084066,11/17/2023,Mary Reddy,10/3/2021,M,ACTIVE,A,Agency A,1,Staff,Personal,SYSTEM B,25.4516129,1,2023,4,11,2026-03-27T07:12:20.414Z
A084480,2/6/2025,James Teo,11/17/2024,M,ACTIVE,A,Agency A,1,Staff,Personal,SYSTEM B,2.64516129,1,2025,1,2,2026-03-27T07:12:20.414Z
A084654,9/10/2023,Sophia Williams,7/8/2023,F,ACTIVE,A,Agency A,5,Director,Better Opportunity,SYSTEM B,2.06451613,1,2023,3,9,2026-03-27T07:12:20.414Z
A085027,4/10/2025,Steven Williams,11/22/2023,M,ACTIVE,A,Agency A,2,Lead,Better Opportunity,SYSTEM B,16.61290323,1,2025,2,4,2026-03-27T07:12:20.414Z
A085262,10/22/2024,Frank Liu,7/7/2024,F,ACTIVE,A,Agency A,2,Lead,Better Opportunity,SYSTEM B,3.48387097,1,2024,4,10,2026-03-27T07:12:20.414Z
A085597,2/2/2026,Kenneth Low,8/10/2023,M,ACTIVE,A,Agency A,1,Staff,Better Opportunity,SYSTEM B,29.74193548,1,2026,1,2,2026-03-27T07:12:20.414Z
A086027,6/22/2024,Florence Liu,9/12/2022,M,ACTIVE,B,Agency B,1,Staff,Better Opportunity,SYSTEM B,21.32258065,1,2024,2,6,2026-03-27T07:12:20.414Z
A086383,7/9/2025,Pooja Kwek,11/11/2023,M,ACTIVE,B,Agency B,3,Assistant Director,Personal,SYSTEM B,19.93548387,1,2025,3,7,2026-03-27T07:12:20.414Z
A086486,10/28/2024,Karen Davis,8/3/2022,F,ACTIVE,C,Agency C,1,Staff,Better Opportunity,SYSTEM B,26.80645161,1,2024,4,10,2026-03-27T07:12:20.414Z
A087277,2/2/2025,Nancy Kumar,8/29/2023,F,ACTIVE,B,Agency B,1,Staff,Better Opportunity,SYSTEM B,17.12903226,1,2025,1,2,2026-03-27T07:12:20.414Z
A087819,3/11/2025,Aaron Kwong,1/5/2025,F,ACTIVE,A,Agency A,1,Staff,Better Opportunity,SYSTEM B,2.19354839,1,2025,1,3,2026-03-27T07:12:20.414Z
A088580,2/18/2024,Zhen Wee,9/23/2022,M,ACTIVE,D,Agency D,1,Staff,Personal,SYSTEM B,16.83870968,1,2024,1,2,2026-03-27T07:12:20.414Z
A088744,3/29/2023,Quentin Ismail,10/18/2021,M,ACTIVE,B,Agency B,3,Assistant Director,Better Opportunity,SYSTEM B,17.35483871,1,2023,1,3,2026-03-27T07:12:20.414Z
A088866,2/1/2026,Sunita Ong,11/18/2025,F,ACTIVE,B,Agency B,1,Staff,Better Opportunity,SYSTEM B,2.4516129,1,2026,1,2,2026-03-27T07:12:20.414Z
A088998,4/14/2023,Siti Nair,5/18/2022,F,ACTIVE,A,Agency A,4,Deputy Director,Personal,SYSTEM B,10.87096774,1,2023,2,4,2026-03-27T07:12:20.414Z
A089124,1/24/2026,Emily Goh,11/17/2025,M,ACTIVE,C,Agency C,1,Staff,Better Opportunity,SYSTEM B,2.22580645,1,2026,1,1,2026-03-27T07:12:20.414Z
A090217,11/1/2025,Sophia Brown,1/6/2023,M,ACTIVE,G,Agency G,2,Lead,Better Opportunity,SYSTEM B,33.83870968,1,2025,4,11,2026-03-27T07:12:20.414Z
A090291,3/30/2022,Victor Seah,2/16/2021,F,ACTIVE,B,Agency B,1,Staff,Better Opportunity,SYSTEM B,13.4516129,1,2022,1,3,2026-03-27T07:12:20.414Z
A091343,10/7/2023,Betty Tan,7/5/2023,M,ACTIVE,C,Agency C,1,Staff,Termination,SYSTEM B,3.06451613,0,2023,4,10,2026-03-27T07:12:20.414Z
A091545,2/12/2023,Zhen Kwong,5/15/2022,F,ACTIVE,B,Agency B,1,Staff,Termination,SYSTEM B,8.90322581,0,2023,1,2,2026-03-27T07:12:20.414Z
A092582,1/24/2026,Peter Singh,5/20/2025,M,ACTIVE,B,Agency B,2,Lead,Personal,SYSTEM B,8.12903226,1,2026,1,1,2026-03-27T07:12:20.414Z
A092801,10/25/2021,Thomas Huang,2/22/2021,M,ACTIVE,F,Agency F,3,Assistant Director,Health,SYSTEM B,8.09677419,0,2021,4,10,2026-03-27T07:12:20.414Z
A093702,11/9/2024,Rita Tan,12/11/2023,F,ACTIVE,A,Agency A,2,Lead,Better Opportunity,SYSTEM B,10.93548387,1,2024,4,11,2026-03-27T07:12:20.414Z
A093899,9/24/2025,Ivan Nair,12/17/2024,M,ACTIVE,F,Agency F,4,Deputy Director,Better Opportunity,SYSTEM B,9.22580645,1,2025,3,9,2026-03-27T07:12:20.414Z
A094078,10/15/2024,Peter Sharma,5/24/2021,M,ACTIVE,H,Agency H,1,Staff,Better Opportunity,SYSTEM B,40.70967742,1,2024,4,10,2026-03-27T07:12:20.414Z
A094497,3/14/2026,Arjun Ismail,1/23/2025,F,ACTIVE,B,Agency B,2,Lead,Termination,SYSTEM B,13.70967742,0,2026,1,3,2026-03-27T07:12:20.414Z
A094682,11/18/2023,Samuel Yeo,10/29/2021,F,ACTIVE,D,Agency D,1,Staff,Better Opportunity,SYSTEM B,24.64516129,1,2023,4,11,2026-03-27T07:12:20.414Z
A095488,11/7/2025,Jun Davis,1/27/2024,M,ACTIVE,D,Agency D,3,Assistant Director,Personal,SYSTEM B,21.35483871,1,2025,4,11,2026-03-27T07:12:20.414Z
A095940,6/18/2023,Pooja Goh,9/13/2021,F,ACTIVE,A,Agency A,1,Staff,Better Opportunity,SYSTEM B,21.16129032,1,2023,2,6,2026-03-27T07:12:20.414Z
A096489,1/27/2024,Benjamin Koh,8/4/2022,M,ACTIVE,A,Agency A,1,Staff,Personal,SYSTEM B,17.74193548,1,2024,1,1,2026-03-27T07:12:20.414Z
A096726,9/20/2025,Jun Kwong,10/24/2023,F,ACTIVE,F,Agency F,1,Staff,Personal,SYSTEM B,22.87096774,1,2025,3,9,2026-03-27T07:12:20.414Z
A097160,1/2/2026,Betty Seah,4/26/2025,M,ACTIVE,G,Agency G,1,Staff,Better Opportunity,SYSTEM B,8.22580645,1,2026,1,1,2026-03-27T07:12:20.414Z
A097383,11/4/2023,Wei Zhang,2/15/2022,F,ACTIVE,D,Agency D,1,Staff,Better Opportunity,SYSTEM B,20.64516129,1,2023,4,11,2026-03-27T07:12:20.414Z
A098676,11/6/2025,Kai Brown,9/3/2024,F,ACTIVE,B,Agency B,1,Staff,Better Opportunity,SYSTEM B,14.09677419,1,2025,4,11,2026-03-27T07:12:20.414Z
A098914,5/13/2025,Nina Kaur,1/30/2024,F,ACTIVE,C,Agency C,1,Staff,Termination,SYSTEM B,15.4516129,0,2025,2,5,2026-03-27T07:12:20.414Z
A098953,8/18/2025,Tina Teo,11/23/2024,M,ACTIVE,D,Agency D,2,Lead,Better Opportunity,SYSTEM B,8.83870968,1,2025,3,8,2026-03-27T07:12:20.414Z
A000121,12/5/2025,Lily Ong,9/26/2025,F,P,A,Agency A,2,Lead,Termination,SYSTEM A,2.32258065,0,2025,4,12,2026-03-27T07:12:20.414Z
A000189,5/2/2025,Michael Yap,12/2/2023,M,P,A,Agency A,1,Staff,Better Opportunity,SYSTEM A,17,1,2025,2,5,2026-03-27T07:12:20.414Z
A001705,1/13/2025,Mary Quek,8/7/2022,F,P,A,Agency A,2,Lead,Better Opportunity,SYSTEM A,29.19354839,1,2025,1,1,2026-03-27T07:12:20.414Z
A002083,1/20/2026,Deepa Yusof,10/16/2025,M,P,C,Agency C,1,Staff,Termination,SYSTEM A,3.12903226,0,2026,1,1,2026-03-27T07:12:20.414Z
